Code,1.1,1.1.1,1.1.1.1,1.1.1.2,1.1.1.2.1,1.1.1.2.2,1.1.1.2.3,1.1.1.3,1.1.1.4,1.1.1.4.1,1.1.1.4.2,1.1.1.4.3,1.1.1.5,1.1.1.5.1,1.1.1.5.2,1.1.1.6,1.1.1.6.1,1.1.1.6.2,1.1.1.7,1.1.1.8,1.1.2,1.1.2.1,1.1.2.1.1,1.1.2.1.2,1.1.2.1.3,1.1.2.1.4,1.1.2.1.5,1.1.2.1.6,1.1.2.2,1.1.2.2.1,1.1.2.2.1.1,1.1.2.2.1.1.1,1.1.2.2.1.1.2,1.1.2.2.1.1.3,1.1.2.2.1.1.3.1,1.1.2.2.1.1.3.2,1.1.2.2.1.1.3.3,1.1.2.2.1.1.3.4,1.1.2.2.1.2,1.1.2.2.2,1.1.2.2.3,1.1.2.2.4,1.1.2.2.5,1.1.2.2.6,1.1.2.2.7,1.1.2.3,1.1.2.4,1.1.2.5,1.1.2.6,1.1.2.7,1.1.2.8,1.2,1.2.1,1.2.1.1,1.2.1.2,1.2.1.3,1.2.1.4,1.2.1.5,1.2.1.6,1.2.1.7,1.2.2,1.2.2.1,1.2.2.2,1.2.2.3,1.2.2.4,2.1,2.1.1,2.1.1.1,2.1.1.2,2.1.1.3,2.1.1.4,2.1.1.5,2.1.1.6,2.1.1.7,2.1.2,2.1.2.1,2.1.2.2,2.1.2.3,2.1.2.4,2.1.2.5,2.1.2.6,2.2,2.2.1,2.2.1.1,2.2.1.2,2.2.1.3,2.2.1.4,2.2.1.5,2.2.1.6,2.2.1.7,2.2.2,2.2.2.1,2.2.2.2,2.2.2.3,2.2.2.4,2.2.2.5,2.2.2.6,2.2.3,2.2.3.1,2.2.3.2,2.2.3.3,2.2.3.4,3.1,3.1.1,3.1.2,3.1.3,3.1.4,3.1.5,3.1.6,3.2,3.2.1,3.2.2,3.2.2.1,3.2.2.2,3.2.2.3,3.2.2.4,3.2.3,3.2.4,3.2.5,3.3,3.3.1,3.3.2,3.3.3,3.3.4,3.3.5,3.3.5.1,3.3.5.2,3.3.5.3,3.3.5.4,3.3.6,3.3.6.1,3.3.6.2,3.3.6.3,3.3.6.4,3.3.6.5,3.3.6.6
000200_000018_RU_NLR_bibl_2045881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,10,6,0,0,8,8,7,9,7,10,7,0,0,0,0,9,0,9,0,0,0,0,0,8,0,7,0,0,8,0,0,0,0,0,0,0,6,5,0,0,7,0,0,5,0,0,0,0,0,7,0,0,6,0,0,10,0,6,9,7,5,0,7,6,5,0,0,0,0,0,0,2,0
000199_000009_005544731,0,0,0,4,0,0,0,0,5,0,0,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,7,0,0,0,9,10,0,0,4,0,5,4,4,0,0,0,0,0,0,0,0,0,10,8,8,6,0,7,7,0,0,0,0,9,10,8,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,6,7,0,0,10,8,7,10,7,8,0,0,0,0,9,6,7,0,8,8,0,8,10,7,8,0,7,10,0,0,0,0,0,0,0,0,0
000199_000009_005059849,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,8,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,10,9,0,0,0,8,7,0,0,0,0,0,0,10,0,0
000199_000009_005061276,0,0,0,0,0,0,0,0,10,8,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,8,0,6,9,7,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,9,8,10,8,7,8,7,0,3,9,9,7,5,8,0,0,0,10,6,7,0,9,0,0,0,8,10,0,0,0,0,6,7,8,7,0,10,8,7,9,10,8,0,10,8,6,5,6,8,10,7,5,0,7,6,5,7,0,8,7,6,0,0,7,0,0,0,9,0
000199_000009_005533962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,7,0,0,0,0,1,0,2,0,10,0,2,3,0,0,0,0,7,0,8,10,9,6,4,0,0,0,8,0,0,9,0,0,0,0,8,0,0,0,10,0,0,8,9,0,0,0,0,7,0,6,0,0,9,8,7,6,7,8,0,10,0,0,0,0,8,7,5,0,0,7,6,5,6,0,7,5,0,0,0,0,0,0,9,7,8
000199_000009_005542028,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,5,0,0,0,7,7,8,0,0,10,0,5,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,7,0,0,9,0,6,8,0,0,0,7,0,5,7,8,9,0,3,5,0,8,10,0,0,0,0,7,0,5,0,0,0,0,0,0,0
000199_000009_005061479,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,9,7,7,10,9,6,0,0,0,6,7,7,0,7,0,0,0,0,0,9,6,8,0,0,0,0,0,0,0,0,0,5,7,6,6,0,8,7,6,10,5,6,0,9,0,6,7,8,8,10,6,6,0,10,5,8,6,0,5,5,0,0,0,0,0,0,0,7,0
000199_000009_005536240,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,10,8,9,8,0,10,9,0,0,9,7,10,7,0,0,0,0,7,10,7,7,0,0,0,0,0,8,0,0,7,0,0,0,7,7,0,9,10,0,9,0,10,0,10,0,0,0,0,0,10,8,0,0,10,0,0,7,0,10,7,0,0,10,8,0,0,0,9,0
000199_000009_005060699,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,6,0,8,0,10,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,8,0,7,6,8,7,0,9,0,7,0,0,8,10,8,0,0,7,0,0,0,0,7,8,0,0,0,9,0,0,0,0,0
000199_000009_005542263,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,6,6,0,5,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,7,7,0,0,0,0,7,9,9,0,7,0,0,0,0,0,0,0,9,9,8,8,0,7,0,0,0,10,7,6,0,7,0,0,0,0,5,0,0,0,8,0,5,9,10,0,0,0,0,6,0,6,5,0,7,6,8,7,7,6,0,10,7,6,5,5,7,10,7,5,0,6,0,0,6,0,7,6,0,0,0,10,0,0,5,7,0
000199_000009_005545349,0,0,0,9,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,8,3,0,3,0,0,8,0,0,7,0,0,0,6,0,0,0,10,0,5,0,0,0,8,10,7,10,7,7,7,0,0,0,8,10,8,7,0,0,0,0,5,7,0,5,3,0,0,0,6,0,0,0,0,4,5,9,8,0,8,6,6,6,8,5,0,8,9,10,7,0,7,5,9,10,0,7,9,5,6,0,7,7,0,0,0,0,0,0,4,5,0
000199_000009_005534340,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,10,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,7,7,6,5,0,0,0,9,9,0,0,9,6,0,8,0,0,9,0,8,7,0,9,9,0,0,0,0,0,0,0,0,0
000199_000009_005060395,0,0,0,0,0,0,3,9,9,0,7,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,7,0,0,3,9,9,9,8,8,0,0,0,0,0,0,0,0,10,8,10,10,0,7,0,0,0,8,7,10,0,8,0,0,0,7,7,5,5,5,0,0,0,0,8,0,0,0,0,0,0,8,0,0,8,9,7,9,7,0,0,9,0,7,7,6,9,10,7,7,0,7,7,7,9,0,0,10,0,0,0,9,0,0,0,9,0
000199_000009_005062309,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,7,0,7,0,9,0,0,0,10,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,5,6,5,7,6,0,4,8,0,0,8,0,7,9,8,0,8,10,8,9,0,8,10,0,0,0,0,0,0,0,9,0
000199_000009_005538404,0,0,0,8,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,9,5,5,0,0,5,0,0,0,0,0,0,0,0,8,9,0,8,0,0,0,0,0,0,0,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,6,10,5,0,0,7,7,10,7,0,0,0,0,0,0,0
000199_000009_005537207,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,8,8,9,10,7,0,0,0,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,7,7,0,0,9,8,6,0,0,7,0,10,0,0,0,0,7,10,7,0,0,6,0,0,6,0,7,0,0,0,0,0,0,0,0,8,0
000199_000009_005531495,0,0,0,0,0,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,5,0,0,0,0,0,8,0,0,10,0,0,3,0,0,0,0,10,9,9,9,0,7,0,0,0,0,8,7,0,6,0,0,0,0,9,9,0,0,10,0,0,4,0,0,0,0,0,0,0,5,0,0,6,9,5,6,6,0,0,10,0,0,10,0,7,9,0,0,0,9,0,9,0,0,9,0,0,0,0,0,0,0,10,0,0
000199_000009_005545483,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,0,0,0,0,0,10,5,0,0,0,10,0,0,4,3,0,0,0,0,0,0,0,0,9,9,9,8,0,8,8,0,3,6,7,9,10,6,0,0,0,5,5,5,6,5,3,0,6,6,5,0,0,0,0,6,7,7,5,0,9,5,7,5,5,6,0,7,0,6,6,5,6,3,7,9,0,8,10,5,5,0,9,6,9,10,0,5,6,0,4,0,4
000200_000018_RU_NLR_BIBL_A_010306154,0,0,0,0,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,9,8,0,0,7,0,0,0,0,0,9,7,0,0,8,0,0,0,7,8,0,0,0,0,0,0,0,0,8,9,9,7,0,8,7,0,0,0,8,8,10,7,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,7,0,7,0,0,7,6,0,0,7,7,0,7,0,0,0,0,0,9,8,9,0,9,10,7,0,0,9,7,9,10,0,0,7,0,0,8,0
000199_000009_005048840,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,8,0,6,0,7,0,0,8,0,0,0,0,0,9,9,0,0,8,10,0,0,0,9,0,9,10,0,0,0,0,0,0,0
000200_000018_RU_NLR_BIBL_A_010009242,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,10,0,9,10,0,0,0,8,8,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,7,7,0,0,9,0,7,7,0,0,0,8,0,7,0,0,7,10,7,8,0,7,9,0,7,0,7,0,6,6,0,0,0,0,0,9,0
000199_000009_005539869,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,3,4,4,0,10,7,0,0,0,10,0,0,7,0,0,0,0,0,5,0,0,0,8,9,8,8,5,8,7,0,0,9,7,8,8,7,0,0,0,0,0,5,5,6,5,0,5,4,0,0,0,0,0,0,7,7,6,0,9,7,7,6,6,7,0,7,0,7,6,6,7,10,8,7,0,7,9,5,6,0,8,6,7,5,0,0,0,0,0,10,0
000199_000009_005537709,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,7,10,10,8,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,8,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,9,9,0,0,0,8,0,0,0,10,0,0,0,0,0,0
000199_000009_005049562,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,10,0,0,0,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,5,0,0,0,8,0,7,0,9,6,10,0,0,0,9,0,0,10,0,0,10,0,0,0,0,0,0,0,7,0
000199_000009_005533477,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,10,0,6,6,9,0,0,0,0,0,0,0,0,0,10,9,10,10,9,8,8,0,5,6,7,7,0,7,0,0,0,0,8,0,0,0,0,0,7,0,6,0,0,0,0,6,7,0,0,0,10,10,8,10,8,8,0,10,0,6,0,0,10,0,8,0,0,7,0,0,6,0,7,6,0,0,0,0,0,0,0,6,0
000199_000009_005051787,0,0,0,0,0,0,0,0,10,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,10,0,0,0,10,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,7,6,0,0,8,0,7,0,7,0,0,9,10,10,0,0,8,10,9,8,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,9,0
000199_000009_005544075,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,8,9,0,6,0,0,0,0,5,0,0,0,0,9,0,9,9,9,7,0,0,0,7,8,8,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,8,7,9,7,7,0,10,0,0,0,0,7,9,7,0,0,7,5,0,6,0,7,0,0,0,0,0,0,0,0,9,6
000199_000009_005541983,0,0,0,0,0,0,7,0,0,8,7,8,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,9,9,0,0,0,7,0,10,8,0,0,0,0,0,7,0,0,0,0,10,9,8,7,0,7,7,0,0,9,9,9,6,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,9,9,8,8,7,8,0,9,9,7,0,7,9,9,9,7,0,9,7,6,7,0,8,8,7,0,0,0,0,0,0,9,0
000199_000009_005534001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,10,8,0,7,0,0,0,9,0,0,8,0,0,0,0,9,0,0,0,10,0,0,0,10,0,0,0,0,0,0,7,0,0,10,9,7,7,8,9,0,10,0,0,0,0,9,8,6,0,0,7,0,7,7,0,6,0,0,0,0,0,0,0,8,5,0
000199_000009_005543932,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,10,0,7,10,0,0,0,0,0,0,0,0,0,9,0,0,0,9,10,0,0,8,9,8,0,7,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,7,8,0,0,9,0,7,10,8,0,0,10,0,8,0,8,8,10,7,6,0,9,0,7,8,0,7,8,0,0,0,0,0,0,0,9,0
000200_000018_RU_NLR_BIBL_A_010358679,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,5,0,0,0,0,10,0,8,0,0,0,0,0,6,0,0,0,8,9,7,8,6,8,9,0,0,7,8,9,10,7,0,0,0,0,6,5,5,0,7,0,6,7,5,0,0,0,0,7,6,8,5,0,9,5,8,0,6,7,0,8,0,6,0,8,7,9,7,7,0,9,10,8,9,0,8,7,6,0,0,0,0,0,8,9,7
000199_000009_005049088,0,0,0,0,0,0,0,0,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,7,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,8,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,7,0,0,10,0,6,0,0,0,0,9,0,0,0,7,0,8,0,0,0,9,10,0,8,0,8,7,0,0,0,0,0,0,7,8,6
000199_000009_005061079,0,0,10,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,8,9,7,9,9,7,0,0,0,8,8,7,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,7,0,0,0,0,8,8,0,8,0,0,0,9,0,8,0,0,8,9,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0
000199_000009_005531537,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,9,10,8,8,9,0,0,0,0,0,9,7,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,7,0,0,10,7,0,0,8,0,0,10,0,10,0,0,7,7,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0
000199_000009_005539970,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,8,8,0,0,0,5,0,0,0,0,0,0,0,10,0,0
000200_000018_RU_NLR_bibl_2038292,0,0,0,3,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,10,0,0,0,0,0,0,0,0,10,0,0,8,0,8,10,0,0,0,0,0,9,6,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,9,9,6,0,5,4,0,10,0,10,0,0,4,0,9,7,0,6,0,0,4,0,5,0,0,0,0,0,0,0,0,5,0
000199_000009_005545540,0,0,0,0,0,0,0,0,10,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,3,0,0,0,0,0,0,2,0,5,0,0,0,6,0,0,0,0,9,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,9,7,8,6,10,9,0,0,9,8,8,0,7,0,0,0,5,8,5,7,3,0,0,6,8,0,0,0,0,0,6,8,5,0,0,10,7,10,5,6,5,0,10,9,6,0,0,8,9,9,5,0,9,8,8,8,9,8,8,0,0,0,10,0,0,0,7,3
000200_000018_RU_NLR_BIBL_A_010358207,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,7,0,0,0,0,10,5,4,0,0,0,0,0,0,0,0,0,9,10,9,8,0,9,6,0,0,10,9,7,0,8,0,0,0,6,7,5,0,0,0,0,0,0,7,5,0,5,0,0,6,0,0,0,6,7,7,6,8,8,0,7,8,6,0,0,7,10,8,10,0,10,0,0,10,0,0,6,0,0,0,10,0,0,0,7,0
000199_000009_005048980,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,9,10,9,0,10,6,0,0,10,7,0,0,0,0,0,0,5,0,3,0,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,8,7,7,6,7,0,0,9,9,7,7,0,7,10,10,8,0,7,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0
000200_000018_RU_NLR_BIBL_A_010458490,0,0,0,0,0,0,0,0,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,10,0,0,0,7,8,9,8,9,0,0,0,6,7,0,6,0,0,0,0,5,0,0,0,0,0,0,7,7,0,0,7,0,7,7,7,8,0,9,0,7,7,0,8,9,0,9,0,9,9,0,7,0,7,10,7,0,0,0,0,0,0,7,0
000199_000009_005050487,0,0,0,0,0,0,0,0,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,9,7,0,0,0,0,10,0,3,0,0,0,5,0,0,0,0,0,8,7,8,7,0,10,0,0,0,8,9,10,7,8,0,0,0,7,7,0,5,0,0,0,0,5,0,0,0,0,0,0,8,7,0,0,7,5,7,6,8,7,0,8,9,7,7,6,8,9,8,9,0,10,10,7,9,10,8,10,7,0,0,0,0,0,0,8,0
000199_000009_005540580,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,8,5,6,10,9,5,0,0,0,0,7,5,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,8,0,7,0,0,7,8,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,7,0,8,7,0,7,0,0,0,0,0,0,0,7,0,0
000199_000009_005532729,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,7,7,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,9,7,9,0,7,0,0,0,7,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,8,7,0,0,0,7,0,10,7,0,0,0,0,10,0,8,0,7,8,0,8,0,0,7,8,0,0,0,0,0,0,9,0
000199_000009_005537481,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,9,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,7,0,5,0,0,6,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,6,0,7,5,0,5,4,0,0,0,0,0,0,10,0,0
000200_000018_RU_NLR_BIBL_A_010412963,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,7,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,8,9,7,7,0,8,6,0,0,0,8,9,10,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,8,0,7,0,0,0,0,7,8,7,0,0,7,0,8,9,0,8,10,0,9,0,7,9,9,0,0,0,5,0,0,0,0
